Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
male,group D,master's degree,free/reduced,completed,divorced,sometimes,yes,1.0,private,< 5,75,83,83
male,group D,associate's degree,free/reduced,completed,married,never,no,2.0,private,5 - 10,68,76,76
male,group C,associate's degree,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,84,78,75
female,group D,some college,standard,completed,single,regularly,yes,0.0,school_bus,5 - 10,60,64,71
male,group D,some college,standard,completed,married,regularly,no,0.0,school_bus,5 - 10,100,88,92
male,group B,some high school,free/reduced,none,married,sometimes,no,1.0,private,unknown,47,59,54
female,group D,some college,free/reduced,none,married,sometimes,yes,5.0,private,unknown,35,52,46
male,group C,some high school,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,76,74,76
male,group C,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,69,60,62
male,group B,some college,standard,none,divorced,sometimes,yes,2.0,unknown,5 - 10,56,55,54
female,unknown,some college,standard,completed,married,sometimes,yes,3.0,private,5 - 10,77,85,90
male,group A,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,41,40,34
male,group A,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,42,44,42
female,unknown,high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,< 5,57,65,64
male,group B,some college,free/reduced,completed,married,sometimes,no,2.0,unknown,5 - 10,57,62,60
male,group D,some high school,standard,none,married,regularly,yes,4.0,school_bus,< 5,64,53,54
male,group C,unknown,standard,completed,married,sometimes,no,2.0,unknown,5 - 10,67,69,68
female,group E,some college,standard,none,married,regularly,yes,1.0,school_bus,< 5,96,96,98
female,group D,some high school,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,62,60,65
male,group C,some college,standard,none,divorced,sometimes,yes,3.0,private,5 - 10,81,76,69
female,group C,associate's degree,free/reduced,none,single,sometimes,yes,0.0,unknown,5 - 10,50,57,61
female,unknown,some college,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,49,70,64
male,group D,associate's degree,standard,none,divorced,sometimes,yes,2.0,private,< 5,63,58,55
female,group C,bachelor's degree,standard,completed,married,regularly,no,1.0,school_bus,< 5,93,92,100
male,group C,unknown,free/reduced,none,married,never,yes,5.0,school_bus,5 - 10,71,64,62
female,unknown,bachelor's degree,free/reduced,completed,married,sometimes,no,0.0,school_bus,> 10,67,87,82
female,group D,some high school,standard,none,single,regularly,no,1.0,private,> 10,53,58,58
male,group C,some high school,standard,completed,married,regularly,no,2.0,private,< 5,67,56,61
male,group C,master's degree,free/reduced,completed,single,regularly,no,3.0,unknown,< 5,53,58,55
male,group B,associate's degree,standard,none,unknown,never,no,2.0,private,> 10,68,46,50
male,group D,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,83,77,67
female,group C,associate's degree,standard,completed,single,sometimes,no,1.0,school_bus,5 - 10,70,83,85
male,group A,some college,standard,none,married,sometimes,no,1.0,school_bus,< 5,85,79,77
male,group C,bachelor's degree,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,89,86,72
female,group E,high school,standard,none,married,regularly,no,7.0,school_bus,5 - 10,53,45,52
male,group B,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,77,85,88
male,group C,bachelor's degree,standard,completed,single,sometimes,yes,1.0,private,< 5,70,69,67
female,group C,some high school,free/reduced,completed,single,sometimes,yes,2.0,school_bus,5 - 10,50,49,50
male,unknown,some high school,standard,none,divorced,sometimes,yes,0.0,school_bus,5 - 10,81,60,64
female,group C,master's degree,free/reduced,none,widowed,sometimes,yes,0.0,school_bus,< 5,45,60,59
male,group E,some high school,standard,none,single,sometimes,no,1.0,unknown,< 5,70,67,64
female,group B,associate's degree,standard,completed,widowed,regularly,no,2.0,school_bus,5 - 10,86,91,91
male,group B,some college,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,79,72,76
female,group B,unknown,standard,none,single,regularly,yes,3.0,private,5 - 10,60,57,61
female,group C,bachelor's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,60,76,78
male,group B,master's degree,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,75,84,77
female,unknown,some high school,free/reduced,none,married,sometimes,yes,1.0,private,< 5,49,64,58
male,group C,unknown,standard,completed,married,sometimes,no,1.0,school_bus,< 5,82,76,81
female,group D,some college,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,43,48,50
male,group C,high school,standard,none,married,never,yes,2.0,private,5 - 10,78,76,66
male,group D,high school,standard,none,married,sometimes,yes,0.0,private,< 5,75,72,71
male,unknown,some high school,free/reduced,none,widowed,regularly,yes,2.0,private,5 - 10,54,56,50
female,unknown,high school,standard,none,unknown,sometimes,yes,3.0,unknown,< 5,81,80,77
female,group C,high school,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,47,61,73
male,group E,some college,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,45,43,37
female,group D,master's degree,standard,none,widowed,sometimes,no,3.0,school_bus,< 5,76,97,94
female,group C,some college,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,49,59,60
male,group B,some college,free/reduced,none,divorced,never,yes,6.0,school_bus,5 - 10,52,57,52
male,group C,high school,standard,none,divorced,sometimes,yes,2.0,school_bus,< 5,54,54,41
female,group D,high school,free/reduced,completed,married,sometimes,no,2.0,school_bus,< 5,46,57,62
female,group B,high school,standard,completed,divorced,never,yes,0.0,private,5 - 10,76,87,86
male,group E,some high school,free/reduced,completed,married,never,no,4.0,private,5 - 10,59,59,50
female,group D,some high school,standard,completed,divorced,sometimes,yes,1.0,school_bus,< 5,64,75,76
female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,59,71,67
female,group D,high school,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,67,73,74
male,group B,associate's degree,standard,none,married,never,yes,1.0,private,> 10,79,68,59
male,unknown,bachelor's degree,free/reduced,none,divorced,regularly,yes,0.0,school_bus,< 5,74,70,69
male,group B,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,47,49,35
female,group D,bachelor's degree,free/reduced,completed,unknown,sometimes,yes,4.0,school_bus,5 - 10,68,87,88
female,group C,some college,free/reduced,none,married,regularly,no,6.0,school_bus,< 5,33,51,49
female,group D,associate's degree,standard,none,married,regularly,yes,2.0,private,5 - 10,70,78,80
female,group D,some high school,standard,none,married,never,no,3.0,private,< 5,58,75,71
female,group B,master's degree,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,76,77,79
male,group E,bachelor's degree,free/reduced,none,divorced,sometimes,no,1.0,school_bus,5 - 10,81,81,75
male,group D,some college,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,77,70,73
male,group B,bachelor's degree,standard,none,single,sometimes,no,3.0,private,< 5,78,59,60
male,group D,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,64,58,59
female,group E,high school,standard,none,married,sometimes,no,0.0,private,5 - 10,57,60,58
female,group B,unknown,standard,none,married,sometimes,yes,5.0,school_bus,< 5,59,71,64
female,group C,master's degree,standard,none,married,never,yes,3.0,private,< 5,61,65,71
male,group B,high school,standard,none,single,sometimes,no,2.0,unknown,< 5,57,47,43
female,group D,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,51,56,53
female,group D,master's degree,free/reduced,none,married,regularly,no,4.0,private,5 - 10,61,79,87
male,group A,bachelor's degree,standard,none,widowed,regularly,yes,0.0,private,> 10,79,69,65
male,group A,some college,free/reduced,completed,unknown,sometimes,yes,2.0,school_bus,5 - 10,73,60,58
male,group B,high school,free/reduced,none,unknown,sometimes,no,2.0,private,< 5,38,39,31
male,group C,high school,standard,none,married,sometimes,yes,1.0,unknown,5 - 10,54,50,46
female,group C,bachelor's degree,standard,none,married,regularly,yes,5.0,unknown,5 - 10,51,64,60
female,group C,some college,standard,none,married,sometimes,no,0.0,private,< 5,70,60,69
male,group C,some college,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,74,78,80
male,group C,associate's degree,free/reduced,none,divorced,never,yes,3.0,school_bus,5 - 10,79,61,63
female,group E,associate's degree,standard,completed,married,sometimes,yes,3.0,private,5 - 10,82,89,100
female,group C,some college,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,63,74,72
male,group B,bachelor's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,< 5,80,77,79
male,group C,associate's degree,standard,none,divorced,regularly,yes,2.0,private,< 5,67,64,59
female,group B,unknown,free/reduced,none,single,regularly,no,1.0,school_bus,5 - 10,30,52,49
female,group B,associate's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,67,69,65
female,group C,some college,standard,none,married,regularly,yes,1.0,private,< 5,71,82,80
female,group B,some high school,standard,none,married,sometimes,yes,3.0,school_bus,< 5,75,87,82
female,group A,high school,standard,none,single,regularly,yes,4.0,private,5 - 10,78,89,84
male,group B,associate's degree,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,66,63,60
male,group D,some college,standard,none,married,sometimes,no,7.0,school_bus,< 5,76,65,66
female,group D,bachelor's degree,free/reduced,none,single,sometimes,yes,0.0,school_bus,5 - 10,63,71,72
male,group D,bachelor's degree,standard,none,married,sometimes,yes,3.0,private,< 5,56,64,62
male,unknown,some college,standard,completed,single,regularly,yes,1.0,private,< 5,71,68,75
male,group B,some college,standard,none,married,regularly,yes,1.0,private,> 10,67,61,60
female,group B,some college,standard,none,married,sometimes,yes,1.0,school_bus,> 10,37,44,45
female,group C,associate's degree,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,86,93,96
female,group C,some high school,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,72,79,84
female,group A,associate's degree,free/reduced,none,divorced,regularly,no,1.0,unknown,> 10,49,51,53
male,group A,some college,free/reduced,completed,divorced,sometimes,no,5.0,private,5 - 10,65,62,60
female,group D,some high school,standard,completed,married,never,no,2.0,private,5 - 10,44,55,57
female,group B,some college,standard,completed,married,sometimes,yes,0.0,school_bus,> 10,64,74,70
male,group D,associate's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,64,60,59
female,group D,some high school,free/reduced,none,divorced,regularly,yes,7.0,school_bus,< 5,52,67,67
female,group C,high school,standard,none,married,regularly,no,0.0,school_bus,5 - 10,78,86,82
male,group C,some college,standard,none,unknown,sometimes,yes,0.0,school_bus,5 - 10,82,74,74
male,group C,unknown,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,64,52,49
male,group B,some college,free/reduced,completed,married,sometimes,yes,1.0,unknown,5 - 10,72,76,75
female,group D,some high school,standard,completed,married,sometimes,yes,2.0,private,> 10,62,63,69
female,group C,bachelor's degree,free/reduced,none,married,regularly,no,1.0,school_bus,< 5,55,61,66
female,group B,associate's degree,standard,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,62,87,85
male,group E,some high school,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,< 5,72,63,63
female,group D,some high school,standard,completed,married,never,yes,0.0,private,5 - 10,60,74,77
female,group C,master's degree,standard,none,married,sometimes,yes,0.0,private,< 5,70,75,70
female,group B,some high school,standard,none,married,sometimes,no,5.0,private,5 - 10,54,56,53
male,group C,bachelor's degree,free/reduced,none,married,regularly,no,3.0,private,5 - 10,80,78,76
male,group C,some college,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,85,88,80
female,group D,some college,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,49,72,65
female,group D,some college,free/reduced,completed,married,never,yes,3.0,school_bus,< 5,86,97,98
female,group E,some college,standard,none,married,sometimes,yes,1.0,private,5 - 10,71,73,77
female,unknown,some high school,standard,none,married,sometimes,yes,0.0,private,> 10,51,58,57
male,group B,high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,75,79,65
female,group E,high school,standard,none,single,never,yes,2.0,school_bus,5 - 10,72,75,77
female,group E,master's degree,free/reduced,completed,divorced,sometimes,yes,2.0,unknown,> 10,73,86,92
female,group B,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,52,58,53
male,group C,some high school,free/reduced,completed,divorced,sometimes,yes,1.0,private,< 5,76,79,73
male,group C,high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,76,83,73
female,group E,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,83,87,83
female,group D,associate's degree,free/reduced,none,widowed,sometimes,yes,0.0,private,< 5,41,65,55
female,group E,unknown,standard,none,divorced,regularly,no,2.0,school_bus,> 10,60,65,58
female,group C,associate's degree,standard,none,married,sometimes,yes,4.0,private,5 - 10,68,77,74
female,group C,some college,free/reduced,none,single,never,yes,1.0,unknown,5 - 10,50,54,62
male,group C,associate's degree,standard,none,married,sometimes,yes,1.0,private,< 5,64,63,50
male,group B,some high school,standard,completed,married,regularly,yes,0.0,school_bus,< 5,68,61,59
female,group E,some college,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10,63,64,65
male,group A,bachelor's degree,standard,completed,married,sometimes,yes,4.0,school_bus,> 10,87,83,81
female,group E,bachelor's degree,standard,none,married,regularly,yes,0.0,school_bus,< 5,79,88,81
female,group D,some college,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,90,92,92
female,group B,high school,free/reduced,none,married,regularly,yes,3.0,school_bus,> 10,38,50,47
female,group D,some college,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,70,78,80
female,group D,unknown,free/reduced,none,single,never,yes,2.0,school_bus,5 - 10,55,65,68
male,group B,associate's degree,free/reduced,none,single,sometimes,no,3.0,private,< 5,71,65,61
male,group D,some college,standard,none,married,never,yes,3.0,unknown,< 5,83,81,81
male,group D,associate's degree,standard,completed,single,sometimes,no,2.0,private,5 - 10,99,91,94
female,group E,bachelor's degree,standard,completed,married,never,no,0.0,school_bus,> 10,76,84,78
male,unknown,associate's degree,standard,none,married,sometimes,no,3.0,private,5 - 10,70,57,61
